Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-4420097,VEGFA-VEGFR2 Pathway,,-2.7,5.7,4.4,30284,77,346,5,1.4,0.64,71|3708|3710|3728|253260,ACTG1|ITPR1|ITPR3|JUP|RICTOR,-1.2,MyList
Reactome Gene Sets,6,R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,,-2.7,12,5.5,30284,22,346,3,0.87,0.5,4751|6233|8697,NEK2|RPS27A|CDC23,-1.2,MyList
Reactome Gene Sets,6,R-HSA-389977,Post-chaperonin tubulin folding pathway,,-2.7,12,5.5,30284,22,346,3,0.87,0.5,7846|10376|10383,TUBA1A|TUBA1B|TUBB4B,-1.2,MyList
GO Cellular Components,20,GO:0005697,telomerase holoenzyme complex,,-2.7,12,5.5,30284,22,346,3,0.87,0.5,1736|54433|55505,DKC1|GAR1|NOP10,-1.2,MyList
GO Biological Processes,19,GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",19_GO:0009987 cellular process,-2.7,12,5.5,30284,22,346,3,0.87,0.5,8602|23212|55759,NOP14|RRS1|WDR12,-1.2,MyList
GO Biological Processes,19,GO:0050686,negative regulation of mRNA processing,19_GO:0048519 negative regulation of biological process,-2.7,12,5.5,30284,22,346,3,0.87,0.5,708|11338|27316,C1QBP|U2AF2|RBMX,-1.2,MyList
GO Cellular Components,20,GO:1990204,oxidoreductase complex,,-2.7,4,4,30284,153,346,7,2,0.76,1347|2648|3030|3032|5160|5162|6389,COX7A2|KAT2A|HADHA|HADHB|PDHA1|PDHB|SDHA,-1.2,MyList
GO Biological Processes,19,GO:0072521,purine-containing compound metabolic process,19_GO:0009987 cellular process,-2.7,2.5,3.5,30284,500,346,14,4,1.1,498|506|2023|2181|2194|2773|5160|5162|6389|8801|9524|10165|60481|64834,ATP5F1A|ATP5F1B|ENO1|ACSL3|FASN|GNAI3|PDHA1|PDHB|SDHA|SUCLG2|TECR|SLC25A13|ELOVL5|ELOVL1,-1.2,MyList
GO Biological Processes,19,GO:1902373,negative regulation of mRNA catabolic process,19_GO:0048519 negative regulation of biological process,-2.7,5.6,4.4,30284,78,346,5,1.4,0.64,3182|8087|10643|26986|64282,HNRNPAB|FXR1|IGF2BP3|PABPC1|TENT4B,-1.2,MyList
GO Biological Processes,19,GO:1901568,fatty acid derivative metabolic process,19_GO:0009987 cellular process,-2.7,5.6,4.4,30284,78,346,5,1.4,0.64,2181|2194|9524|60481|64834,ACSL3|FASN|TECR|ELOVL5|ELOVL1,-1.2,MyList
GO Biological Processes,19,GO:0072329,monocarboxylic acid catabolic process,19_GO:0009987 cellular process,-2.7,4.6,4.1,30284,114,346,6,1.7,0.7,34|1374|2108|3030|3032|6566,ACADM|CPT1A|ETFA|HADHA|HADHB|SLC16A1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,,-2.7,7.4,4.8,30284,47,346,4,1.2,0.57,5700|5709|6233|8697,PSMC1|PSMD3|RPS27A|CDC23,-1.2,MyList
Canonical Pathways,11,M1,PID FANCONI PATHWAY,,-2.7,7.4,4.8,30284,47,346,4,1.2,0.57,472|545|3014|10111,ATM|ATR|H2AX|RAD50,-1.2,MyList
GO Molecular Functions,21,GO:0061733,peptide-lysine-N-acetyltransferase activity,,-2.7,7.4,4.8,30284,47,346,4,1.2,0.57,2648|7862|11143|23774,KAT2A|BRPF1|KAT7|BRD1,-1.2,MyList
GO Biological Processes,19,GO:0051784,negative regulation of nuclear division,19_GO:0048519 negative regulation of biological process,-2.7,7.4,4.8,30284,47,346,4,1.2,0.57,472|3550|5347|7272,ATM|IK|PLK1|TTK,-1.2,MyList
Reactome Gene Sets,6,R-HSA-70268,Pyruvate metabolism,,-2.7,7.4,4.8,30284,47,346,4,1.2,0.57,5160|5162|6233|192111,PDHA1|PDHB|RPS27A|PGAM5,-1.2,MyList
GO Molecular Functions,21,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",,-2.7,2.2,3.4,30284,672,346,17,4.9,1.2,472|545|1025|1452|1453|1454|3716|4751|5347|5563|6790|6792|7272|8558|9730|81788|283106,ATM|ATR|CDK9|CSNK1A1|CSNK1D|CSNK1E|JAK1|NEK2|PLK1|PRKAA2|AURKA|CDKL5|TTK|CDK10|DCAF1|NUAK2|CSNK2A3,-1.2,MyList
GO Biological Processes,19,GO:0007018,microtubule-based movement,19_GO:0009987 cellular process,-2.7,2.5,3.5,30284,447,346,13,3.8,1,3301|3801|7846|9493|9928|10128|10383|11004|22994|55726|81930|146909|339829,DNAJA1|KIFC3|TUBA1A|KIF23|KIF14|LRPPRC|TUBB4B|KIF2C|CEP131|INTS13|KIF18A|KIF18B|CCDC39,-1.2,MyList
GO Biological Processes,19,GO:1903320,regulation of protein modification by small protein conjugation or removal,19_GO:0050789 regulation of biological process,-2.7,3.2,3.8,30284,244,346,9,2.6,0.86,1654|3301|3326|5347|5478|6135|9093|9532|11338,DDX3X|DNAJA1|HSP90AB1|PLK1|PPIA|RPL11|DNAJA3|BAG2|U2AF2,-1.2,MyList
GO Cellular Components,20,GO:0034399,nuclear periphery,,-2.7,4,4,30284,155,346,7,2,0.76,1072|6598|6839|8089|22938|22944|116154,CFL1|SMARCB1|SUV39H1|YEATS4|SNW1|KIN|PHACTR3,-1.2,MyList
GO Cellular Components,20,GO:0000428,DNA-directed RNA polymerase complex,,-2.7,4.6,4.1,30284,115,346,6,1.7,0.7,2648|5431|5437|9646|51616|79577,KAT2A|POLR2B|POLR2H|CTR9|TAF9B|CDC73,-1.2,MyList
GO Biological Processes,19,GO:0018205,peptidyl-lysine modification,19_GO:0009987 cellular process,-2.7,4.6,4.1,30284,115,346,6,1.7,0.7,2648|11143|23137|55719|79677|205564,KAT2A|KAT7|SMC5|SLF2|SMC6|SENP5,-1.2,MyList
GO Biological Processes,19,GO:0040008,regulation of growth,19_GO:0040007 growth,-2.7,2.3,3.4,30284,616,346,16,4.6,1.1,1654|2023|3020|5931|6792|9730|9928|11143|51616|54512|54555|55210|64061|79577|253260|283106,DDX3X|ENO1|H3-3A|RBBP7|CDKL5|DCAF1|KIF14|KAT7|TAF9B|EXOSC4|DDX49|ATAD3A|TSPYL2|CDC73|RICTOR|CSNK2A3,-1.2,MyList
GO Biological Processes,19,GO:0031397,negative regulation of protein ubiquitination,19_GO:0048519 negative regulation of biological process,-2.7,5.5,4.3,30284,79,346,5,1.4,0.64,3301|5478|6135|9532|11338,DNAJA1|PPIA|RPL11|BAG2|U2AF2,-1.2,MyList
Canonical Pathways,11,M66,PID MYC ACTIV PATHWAY,,-2.7,5.5,4.3,30284,79,346,5,1.4,0.64,2023|2648|3329|6135|7343,ENO1|KAT2A|HSPD1|RPL11|UBTF,-1.2,MyList
GO Biological Processes,19,GO:0035036,sperm-egg recognition,19_GO:0022414 reproductive process,-2.7,7.3,4.7,30284,48,346,4,1.2,0.57,6950|7203|7417|10575,TCP1|CCT3|VDAC2|CCT4,-1.2,MyList
Reactome Gene Sets,6,R-HSA-112040,G-protein mediated events,,-2.7,7.3,4.7,30284,48,346,4,1.2,0.57,2767|2773|3708|3710,GNA11|GNAI3|ITPR1|ITPR3,-1.2,MyList
Reactome Gene Sets,6,R-HSA-69615,G1/S DNA Damage Checkpoints,,-2.7,7.3,4.7,30284,48,346,4,1.2,0.57,472|5700|5709|6233,ATM|PSMC1|PSMD3|RPS27A,-1.2,MyList
GO Cellular Components,20,GO:0005884,actin filament,,-2.7,4.5,4.1,30284,116,346,6,1.7,0.7,71|4430|4641|4644|9093|60312,ACTG1|MYO1B|MYO1C|MYO5A|DNAJA3|AFAP1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,,-2.7,11,5.4,30284,23,346,3,0.87,0.5,3065|6233|22938,HDAC1|RPS27A|SNW1,-1.2,MyList
GO Molecular Functions,21,GO:0070577,lysine-acetylated histone binding,,-2.7,11,5.4,30284,23,346,3,0.87,0.5,4298|4300|8089,MLLT1|MLLT3|YEATS4,-1.2,MyList
GO Biological Processes,19,GO:0051131,chaperone-mediated protein complex assembly,19_GO:0009987 cellular process,-2.7,11,5.4,30284,23,346,3,0.87,0.5,3326|3329|9361,HSP90AB1|HSPD1|LONP1,-1.2,MyList
GO Biological Processes,19,GO:0007549,sex-chromosome dosage compensation,19_GO:0050789 regulation of biological process,-2.7,11,5.4,30284,23,346,3,0.87,0.5,29890|64783|91746,RBM15B|RBM15|YTHDC1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-1257604,PIP3 activates AKT signaling,,-2.7,3.5,3.8,30284,200,346,8,2.3,0.81,3065|5700|5709|5931|6045|6233|57332|253260,HDAC1|PSMC1|PSMD3|RBBP7|RNF2|RPS27A|CBX8|RICTOR,-1.2,MyList
GO Cellular Components,20,GO:0005875,microtubule associated complex,,-2.6,3.9,3.9,30284,157,346,7,2,0.76,3801|6790|9493|9928|11004|81930|146909,KIFC3|AURKA|KIF23|KIF14|KIF2C|KIF18A|KIF18B,-1.2,MyList
GO Biological Processes,19,GO:0043086,negative regulation of catalytic activity,19_GO:0065007 biological regulation,-2.6,2.8,3.6,30284,346,346,11,3.2,0.94,1654|2773|3301|5347|5478|6135|9093|9532|10049|10763|51637,DDX3X|GNAI3|DNAJA1|PLK1|PPIA|RPL11|DNAJA3|BAG2|DNAJB6|NES|RTRAF,-1.2,MyList
WikiPathways,27,WP3594,Circadian rhythm genes,,-2.6,3.5,3.8,30284,201,346,8,2.3,0.81,1374|1453|1454|2767|3065|5563|6233|6839,CPT1A|CSNK1D|CSNK1E|GNA11|HDAC1|PRKAA2|RPS27A|SUV39H1,-1.2,MyList
GO Biological Processes,19,GO:0019319,hexose biosynthetic process,19_GO:0009987 cellular process,-2.6,7.1,4.6,30284,49,346,4,1.2,0.57,1468|2023|2648|10165,SLC25A10|ENO1|KAT2A|SLC25A13,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,,-2.6,7.1,4.6,30284,49,346,4,1.2,0.57,2648|3065|6233|22938,KAT2A|HDAC1|RPS27A|SNW1,-1.2,MyList
GO Biological Processes,19,GO:0031297,replication fork processing,19_GO:0009987 cellular process,-2.6,7.1,4.6,30284,49,346,4,1.2,0.57,545|1025|10111|10293,ATR|CDK9|RAD50|TRAIP,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2644603,Signaling by NOTCH1 in Cancer,,-2.6,7.1,4.6,30284,49,346,4,1.2,0.57,2648|3065|6233|22938,KAT2A|HDAC1|RPS27A|SNW1,-1.2,MyList
Canonical Pathways,11,M136,PID FOXO PATHWAY,,-2.6,7.1,4.6,30284,49,346,4,1.2,0.57,1452|1453|1454|5347,CSNK1A1|CSNK1D|CSNK1E|PLK1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,,-2.6,7.1,4.6,30284,49,346,4,1.2,0.57,2648|3065|6233|22938,KAT2A|HDAC1|RPS27A|SNW1,-1.2,MyList
GO Molecular Functions,21,GO:0060590,ATPase regulator activity,,-2.6,7.1,4.6,30284,49,346,4,1.2,0.57,3301|9532|10049|10294,DNAJA1|BAG2|DNAJB6|DNAJA2,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2644602,Signaling by NOTCH1 PEST Domain Mutants in Cancer,,-2.6,7.1,4.6,30284,49,346,4,1.2,0.57,2648|3065|6233|22938,KAT2A|HDAC1|RPS27A|SNW1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2894858,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,,-2.6,7.1,4.6,30284,49,346,4,1.2,0.57,2648|3065|6233|22938,KAT2A|HDAC1|RPS27A|SNW1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,,-2.6,7.1,4.6,30284,49,346,4,1.2,0.57,506|6742|56652|64216,ATP5F1B|SSBP1|TWNK|TFB2M,-1.2,MyList
GO Molecular Functions,21,GO:0140463,chromatin-protein adaptor activity,,-2.6,7.1,4.6,30284,49,346,4,1.2,0.57,3014|23774|55689|254225,H2AX|BRD1|YEATS2|RNF169,-1.2,MyList
GO Biological Processes,19,GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,19_GO:0048518 positive regulation of biological process,-2.6,5.4,4.3,30284,81,346,5,1.4,0.64,1452|1453|1454|5347|6790,CSNK1A1|CSNK1D|CSNK1E|PLK1|AURKA,-1.2,MyList
GO Biological Processes,19,GO:1901873,regulation of post-translational protein modification,19_GO:0050789 regulation of biological process,-2.6,3.2,3.7,30284,249,346,9,2.6,0.86,1654|3301|3326|5347|5478|6135|9093|9532|11338,DDX3X|DNAJA1|HSP90AB1|PLK1|PPIA|RPL11|DNAJA3|BAG2|U2AF2,-1.2,MyList
GO Cellular Components,20,GO:0030880,RNA polymerase complex,,-2.6,4.5,4,30284,118,346,6,1.7,0.7,2648|5431|5437|9646|51616|79577,KAT2A|POLR2B|POLR2H|CTR9|TAF9B|CDC73,-1.2,MyList
KEGG Pathway,24,hsa04217,Necroptosis,,-2.6,3.9,3.9,30284,159,346,7,2,0.76,3014|3326|3716|5478|7417|9131|192111,H2AX|HSP90AB1|JAK1|PPIA|VDAC2|AIFM1|PGAM5,-1.2,MyList
GO Molecular Functions,21,GO:0050839,cell adhesion molecule binding,,-2.6,2.3,3.4,30284,567,346,15,4.3,1.1,1453|1654|1829|1938|2023|2194|3326|3728|4430|5318|5478|6709|6712|9685|10985,CSNK1D|DDX3X|DSG2|EEF2|ENO1|FASN|HSP90AB1|JUP|MYO1B|PKP2|PPIA|SPTAN1|SPTBN2|CLINT1|GCN1,-1.2,MyList
KEGG Pathway,24,hsa05130,Pathogenic Escherichia coli infection,,-2.6,3.4,3.8,30284,203,346,8,2.3,0.81,71|4430|4641|4644|7846|10093|10376|10383,ACTG1|MYO1B|MYO1C|MYO5A|TUBA1A|ARPC4|TUBA1B|TUBB4B,-1.2,MyList
GO Molecular Functions,21,GO:0008047,enzyme activator activity,,-2.6,2.2,3.4,30284,625,346,16,4.6,1.1,905|1654|1762|3326|3329|6742|7862|9824|10111|10985|29127|57332|92609|192111|253260|727851,CCNT2|DDX3X|DMWD|HSP90AB1|HSPD1|SSBP1|BRPF1|ARHGAP11A|RAD50|GCN1|RACGAP1|CBX8|TIMM50|PGAM5|RICTOR|RGPD8,-1.2,MyList
KEGG Pathway,24,hsa05131,Shigellosis,,-2.6,3.2,3.7,30284,250,346,9,2.6,0.86,71|472|3020|3708|3710|6233|10093|10627|126961,ACTG1|ATM|H3-3A|ITPR1|ITPR3|RPS27A|ARPC4|MYL12A|H3C14,-1.2,MyList
GO Molecular Functions,21,GO:0140033,acetylation-dependent protein binding,,-2.6,11,5.2,30284,24,346,3,0.87,0.5,4298|4300|8089,MLLT1|MLLT3|YEATS4,-1.2,MyList
GO Biological Processes,19,GO:0008156,negative regulation of DNA replication,19_GO:0048519 negative regulation of biological process,-2.6,11,5.2,30284,24,346,3,0.87,0.5,545|7270|64061,ATR|TTF1|TSPYL2,-1.2,MyList
GO Biological Processes,19,GO:1902275,regulation of chromatin organization,19_GO:0050789 regulation of biological process,-2.6,11,5.2,30284,24,346,3,0.87,0.5,4300|11177|23133,MLLT3|BAZ1A|PHF8,-1.2,MyList
GO Biological Processes,19,GO:0019395,fatty acid oxidation,19_GO:0009987 cellular process,-2.6,5.3,4.2,30284,82,346,5,1.4,0.64,34|1374|2108|3030|3032,ACADM|CPT1A|ETFA|HADHA|HADHB,-1.1,MyList
GO Biological Processes,19,GO:0010569,regulation of double-strand break repair via homologous recombination,19_GO:0050896 response to stimulus,-2.6,5.3,4.2,30284,82,346,5,1.4,0.64,708|5347|8089|10635|55929,C1QBP|PLK1|YEATS4|RAD51AP1|DMAP1,-1.1,MyList
KEGG Pathway,24,hsa05132,Salmonella infection,,-2.6,3.1,3.7,30284,251,346,9,2.6,0.86,71|1434|3326|3839|7846|10093|10376|10383|10627,ACTG1|CSE1L|HSP90AB1|KPNA3|TUBA1A|ARPC4|TUBA1B|TUBB4B|MYL12A,-1.1,MyList
Reactome Gene Sets,6,R-HSA-447115,Interleukin-12 family signaling,,-2.6,7,4.6,30284,50,346,4,1.2,0.57,1072|3313|3716|6950,CFL1|HSPA9|JAK1|TCP1,-1.1,MyList
GO Biological Processes,19,GO:0044788,modulation by host of viral process,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.6,7,4.6,30284,50,346,4,1.2,0.57,1072|2194|23137|79677,CFL1|FASN|SMC5|SMC6,-1.1,MyList
KEGG Pathway,24,hsa05415,Diabetic cardiomyopathy,,-2.6,3.4,3.7,30284,205,346,8,2.3,0.81,498|506|1347|1509|5160|5162|6389|7417,ATP5F1A|ATP5F1B|COX7A2|CTSD|PDHA1|PDHB|SDHA|VDAC2,-1.1,MyList
GO Biological Processes,19,GO:2000241,regulation of reproductive process,19_GO:0022414 reproductive process,-2.6,3.4,3.7,30284,205,346,8,2.3,0.81,708|6790|7272|8697|10635|51441|55726|259266,C1QBP|AURKA|TTK|CDC23|RAD51AP1|YTHDF2|INTS13|ASPM,-1.1,MyList
GO Biological Processes,19,GO:0019318,hexose metabolic process,19_GO:0009987 cellular process,-2.6,3.8,3.8,30284,161,346,7,2,0.76,1374|1468|2023|2648|5160|5162|10165,CPT1A|SLC25A10|ENO1|KAT2A|PDHA1|PDHB|SLC25A13,-1.1,MyList
GO Biological Processes,19,GO:0043414,macromolecule methylation,19_GO:0009987 cellular process,-2.6,4.4,4,30284,120,346,6,1.7,0.7,6894|25917|29890|57570|64216|64783,TARBP1|THUMPD3|RBM15B|TRMT5|TFB2M|RBM15,-1.1,MyList
Reactome Gene Sets,6,R-HSA-453279,Mitotic G1 phase and G1/S transition,,-2.6,4.4,4,30284,120,346,6,1.7,0.7,3065|4998|5001|5700|5709|6233,HDAC1|ORC1|ORC5|PSMC1|PSMD3|RPS27A,-1.1,MyList
GO Cellular Components,20,GO:0005876,spindle microtubule,,-2.6,5.3,4.2,30284,83,346,5,1.4,0.64,1453|5347|6790|81930|146909,CSNK1D|PLK1|AURKA|KIF18A|KIF18B,-1.1,MyList
GO Molecular Functions,21,GO:0008135,"translation factor activity, RNA binding",,-2.6,5.3,4.2,30284,83,346,5,1.4,0.64,1938|7284|10102|10985|80325,EEF2|TUFM|TSFM|GCN1|ABTB1,-1.1,MyList
WikiPathways,27,WP2005,miR targeted genes in muscle cell,,-2.6,2.7,3.5,30284,353,346,11,3.2,0.94,708|1453|1829|3839|5347|8161|10165|25840|79665|79760|83858,C1QBP|CSNK1D|DSG2|KPNA3|PLK1|COIL|SLC25A13|TMT1A|DHX40|GEMIN7|ATAD3B,-1.1,MyList
GO Biological Processes,19,GO:0046364,monosaccharide biosynthetic process,19_GO:0009987 cellular process,-2.6,6.9,4.5,30284,51,346,4,1.2,0.57,1468|2023|2648|10165,SLC25A10|ENO1|KAT2A|SLC25A13,-1.1,MyList
GO Biological Processes,19,GO:0090307,mitotic spindle assembly,19_GO:0009987 cellular process,-2.6,6.9,4.5,30284,51,346,4,1.2,0.57,4751|9493|22974|29127,NEK2|KIF23|TPX2|RACGAP1,-1.1,MyList
GO Molecular Functions,21,GO:0030544,Hsp70 protein binding,,-2.6,6.9,4.5,30284,51,346,4,1.2,0.57,3301|9093|10049|10294,DNAJA1|DNAJA3|DNAJB6|DNAJA2,-1.1,MyList
Reactome Gene Sets,6,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,,-2.6,6.9,4.5,30284,51,346,4,1.2,0.57,5700|5709|6233|8697,PSMC1|PSMD3|RPS27A|CDC23,-1.1,MyList
GO Biological Processes,19,GO:1903241,U2-type prespliceosome assembly,19_GO:0009987 cellular process,-2.5,11,5.1,30284,25,346,3,0.87,0.5,51634|79753|84811,RBMX2|SNIP1|BUD13,-1.1,MyList
GO Cellular Components,20,GO:0005881,cytoplasmic microtubule,,-2.5,4.3,3.9,30284,122,346,6,1.7,0.7,7846|10376|10383|11004|81930|146909,TUBA1A|TUBA1B|TUBB4B|KIF2C|KIF18A|KIF18B,-1.1,MyList
GO Biological Processes,19,GO:0051338,regulation of transferase activity,19_GO:0065007 biological regulation,-2.5,2.5,3.4,30284,464,346,13,3.8,1,905|1654|3301|5347|5478|6135|9093|9532|9928|10111|22974|51637|64061,CCNT2|DDX3X|DNAJA1|PLK1|PPIA|RPL11|DNAJA3|BAG2|KIF14|RAD50|TPX2|RTRAF|TSPYL2,-1.1,MyList
GO Biological Processes,19,GO:1901988,negative regulation of cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-2.5,3.1,3.6,30284,256,346,9,2.6,0.86,472|545|3014|3550|4998|5347|7272|10111|79577,ATM|ATR|H2AX|IK|ORC1|PLK1|TTK|RAD50|CDC73,-1.1,MyList
GO Biological Processes,19,GO:0009266,response to temperature stimulus,19_GO:0050896 response to stimulus,-2.5,3.7,3.8,30284,164,346,7,2,0.76,34|3301|3326|3329|5931|9093|10294,ACADM|DNAJA1|HSP90AB1|HSPD1|RBBP7|DNAJA3|DNAJA2,-1.1,MyList
GO Biological Processes,19,GO:0006753,nucleoside phosphate metabolic process,19_GO:0009987 cellular process,-2.5,2.3,3.3,30284,578,346,15,4.3,1.1,498|506|2023|2181|2194|2773|5160|5162|6389|8801|8813|9524|10165|60481|64834,ATP5F1A|ATP5F1B|ENO1|ACSL3|FASN|GNAI3|PDHA1|PDHB|SDHA|SUCLG2|DPM1|TECR|SLC25A13|ELOVL5|ELOVL1,-1.1,MyList
Reactome Gene Sets,6,R-HSA-3214815,HDACs deacetylate histones,,-2.5,5.1,4.1,30284,85,346,5,1.4,0.64,3065|5931|8340|8349|126961,HDAC1|RBBP7|H2BC13|H2BC21|H3C14,-1.1,MyList
GO Biological Processes,19,GO:0006405,RNA export from nucleus,19_GO:0051179 localization,-2.5,5.1,4.1,30284,85,346,5,1.4,0.64,9631|29890|65083|84248|91746,NUP155|RBM15B|NOL6|FYTTD1|YTHDC1,-1.1,MyList
Reactome Gene Sets,6,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,,-2.5,5.1,4.1,30284,85,346,5,1.4,0.64,3708|3710|5700|5709|6233,ITPR1|ITPR3|PSMC1|PSMD3|RPS27A,-1.1,MyList
Reactome Gene Sets,6,R-HSA-9793380,Formation of paraxial mesoderm,,-2.5,6.7,4.4,30284,52,346,4,1.2,0.57,2648|5700|5709|22938,KAT2A|PSMC1|PSMD3|SNW1,-1.1,MyList
Reactome Gene Sets,6,R-HSA-1234174,Cellular response to hypoxia,,-2.5,6.7,4.4,30284,52,346,4,1.2,0.57,5700|5709|6233|25994,PSMC1|PSMD3|RPS27A|HIGD1A,-1.1,MyList
Reactome Gene Sets,6,R-HSA-195253,Degradation of beta-catenin by the destruction complex,,-2.5,6.7,4.4,30284,52,346,4,1.2,0.57,3065|5700|5709|6233,HDAC1|PSMC1|PSMD3|RPS27A,-1.1,MyList
Reactome Gene Sets,6,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,,-2.5,6.7,4.4,30284,52,346,4,1.2,0.57,5700|5709|6233|8697,PSMC1|PSMD3|RPS27A|CDC23,-1.1,MyList
GO Biological Processes,19,GO:0016051,carbohydrate biosynthetic process,19_GO:0009987 cellular process,-2.5,4.3,3.9,30284,123,346,6,1.7,0.7,34|1468|2023|2648|9653|10165,ACADM|SLC25A10|ENO1|KAT2A|HS2ST1|SLC25A13,-1.1,MyList
GO Biological Processes,19,GO:0009060,aerobic respiration,19_GO:0009987 cellular process,-2.5,3.7,3.8,30284,165,346,7,2,0.76,498|506|1347|5160|5162|6389|8801,ATP5F1A|ATP5F1B|COX7A2|PDHA1|PDHB|SDHA|SUCLG2,-1.1,MyList
GO Cellular Components,20,GO:0019898,extrinsic component of membrane,,-2.5,3.7,3.8,30284,165,346,7,2,0.76,472|2767|2773|3716|3728|117159|132001,ATM|GNA11|GNAI3|JAK1|JUP|DCD|TAMM41,-1.1,MyList
GO Biological Processes,19,GO:0051098,regulation of binding,19_GO:0065007 biological regulation,-2.5,3.3,3.6,30284,210,346,8,2.3,0.81,1454|5347|6135|6790|8487|9532|10211|10763,CSNK1E|PLK1|RPL11|AURKA|GEMIN2|BAG2|FLOT1|NES,-1.1,MyList
Reactome Gene Sets,6,R-HSA-194138,Signaling by VEGF,,-2.5,5.1,4.1,30284,86,346,5,1.4,0.64,71|3708|3710|3728|253260,ACTG1|ITPR1|ITPR3|JUP|RICTOR,-1.1,MyList
GO Molecular Functions,21,GO:0034212,peptide N-acetyltransferase activity,,-2.5,6.6,4.4,30284,53,346,4,1.2,0.57,2648|7862|11143|23774,KAT2A|BRPF1|KAT7|BRD1,-1.1,MyList
GO Biological Processes,19,GO:0016925,protein sumoylation,19_GO:0009987 cellular process,-2.5,6.6,4.4,30284,53,346,4,1.2,0.57,23137|55719|79677|205564,SMC5|SLF2|SMC6|SENP5,-1.1,MyList
GO Biological Processes,19,GO:0071539,protein localization to centrosome,19_GO:0051179 localization,-2.5,10,5,30284,26,346,3,0.87,0.5,1453|6790|22994,CSNK1D|AURKA|CEP131,-1.1,MyList
GO Biological Processes,19,GO:0033119,negative regulation of RNA splicing,19_GO:0048519 negative regulation of biological process,-2.5,10,5,30284,26,346,3,0.87,0.5,708|11338|27316,C1QBP|U2AF2|RBMX,-1.1,MyList
GO Biological Processes,19,GO:2000050,regulation of non-canonical Wnt signaling pathway,19_GO:0050896 response to stimulus,-2.5,10,5,30284,26,346,3,0.87,0.5,1453|1454|4300,CSNK1D|CSNK1E|MLLT3,-1.1,MyList
GO Biological Processes,19,GO:1905508,protein localization to microtubule organizing center,19_GO:0051179 localization,-2.5,10,5,30284,26,346,3,0.87,0.5,1453|6790|22994,CSNK1D|AURKA|CEP131,-1.1,MyList
Reactome Gene Sets,6,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III,,-2.5,10,5,30284,26,346,3,0.87,0.5,7846|10376|10383,TUBA1A|TUBA1B|TUBB4B,-1.1,MyList
GO Biological Processes,19,GO:0051348,negative regulation of transferase activity,19_GO:0065007 biological regulation,-2.5,3.7,3.7,30284,167,346,7,2,0.76,3301|5347|5478|6135|9093|9532|51637,DNAJA1|PLK1|PPIA|RPL11|DNAJA3|BAG2|RTRAF,-1.1,MyList
Reactome Gene Sets,6,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis,,-2.5,4.2,3.8,30284,126,346,6,1.7,0.7,3014|3020|8340|8349|60481|126961,H2AX|H3-3A|H2BC13|H2BC21|ELOVL5|H3C14,-1,MyList
Reactome Gene Sets,6,R-HSA-9818564,Epigenetic regulation of gene expression by MLL3 and MLL4 complexes,,-2.5,4.2,3.8,30284,126,346,6,1.7,0.7,3014|3020|8340|8349|60481|126961,H2AX|H3-3A|H2BC13|H2BC21|ELOVL5|H3C14,-1,MyList
Reactome Gene Sets,6,R-HSA-9851695,Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes,,-2.5,4.2,3.8,30284,126,346,6,1.7,0.7,3014|3020|8340|8349|60481|126961,H2AX|H3-3A|H2BC13|H2BC21|ELOVL5|H3C14,-1,MyList
